Skill	EntityID
Trimble Farm Works	ONET:TrimbleFarmWorks
Trimble Geomatics Office	ONET:TrimbleGeomaticsOffice
Trimble GPS Pathfinder Office	ONET:TrimbleGPSPathfinderOffice
Trimble HYDROpro	ONET:TrimbleHYDROpro
Trimble MyTopo Terrain Navigator Pro	ONET:TrimbleMyTopoTerrainNavigatorPro
Trimble Pathfinder Office	ONET:TrimblePathfinderOffice
Trimble SketchUp Pro	ONET:TrimbleSketchUpPro
Trimble Terramodel	ONET:TrimbleTerramodel
Trimble TerraSync	ONET:TrimbleTerraSync
Trimble Total Control	ONET:TrimbleTotalControl
Trim grinders	ONET:TrimGrinders
Trim guides	ONET:TrimGuides
Trim knives	ONET:TrimKnives
Trimmer carpet blades	ONET:TrimmerCarpetBlades
Trimmer shears	ONET:TrimmerShears
Trimming knives	ONET:TrimmingKnives
Trimming potentiometers	ONET:TrimmingPotentiometers
Trimming presses	ONET:TrimmingPresses
Trim presses	ONET:TrimPresses
Trim removal tools	ONET:TrimRemovalTools
Trim routers	ONET:TrimRouters
Trim saws	ONET:TrimSaws
Trim tools	ONET:TrimTools
Trim winders	ONET:TrimWinders
Trinity Software Solutions BEACON	ONET:TrinitySoftwareSolutionsBEACON
Triple beam balances	ONET:TripleBeamBalances
Triple beam scales	ONET:TripleBeamScales
Triple G ULTRA Laboratory Information System	ONET:TripleGULTRALaboratoryInformationSystem
Triple-head gamma cameras	ONET:Triple-headGammaCameras
Triple lumen catheters	ONET:TripleLumenCatheters
Triple Point Commodity XL	ONET:TriplePointCommodityXL
Triplex trawls	ONET:TriplexTrawls
Tripod Data Systems COGO	ONET:TripodDataSystemsCOGO
Tripod Data Systems Foresight	ONET:TripodDataSystemsForesight
Tripod Data Systems software	ONET:TripodDataSystemsSoftware
Tripod ladders	ONET:TripodLadders
Tripods	ONET:Tripods
Tripod vises	ONET:TripodVises
Tripos SYBYL	ONET:TriposSYBYL
Tri-squares	ONET:Tri-squares
Tristand chain vises	ONET:TristandChainVises
Tritech Financial Systems General Insurance Management System GIMS	ONET:TritechFinancialSystemsGeneralInsuranceManagementSystemGIMS
Tritium/Noble gas monitors	ONET:Tritium/NobleGasMonitors
Triton Elics International Isis	ONET:TritonElicsInternationalIsis
Triton Elics International SeaClass	ONET:TritonElicsInternationalSeaClass
Trivantis CourseMill	ONET:TrivantisCourseMill
Trivantis Lectora	ONET:TrivantisLectora
Trix TracTrix	ONET:TrixTracTrix
TriZetto QNXT	ONET:TriZettoQNXT
TRL Software TRANSYT	ONET:TRLSoftwareTRANSYT
TRMI Airport AVI	ONET:TRMIAirportAVI
Trocars	ONET:Trocars
Trocar sterilizers	ONET:TrocarSterilizers
Trojan snips	ONET:TrojanSnips
Trollers	ONET:Trollers
Trolley bell foot pedals	ONET:TrolleyBellFootPedals
Trolleys	ONET:Trolleys
Trolley track hoists	ONET:TrolleyTrackHoists
Trolling blocks	ONET:TrollingBlocks
Trombones	ONET:Trombones
Tropics Claims Reserve Management	ONET:TropicsClaimsReserveManagement
Tropics workers' compensation software	ONET:TropicsWorkers'CompensationSoftware
Trotlines	ONET:Trotlines
Troubleshooting software	ONET:TroubleshootingSoftware
Trough finders	ONET:TroughFinders
Trowels	ONET:Trowels
TRS Software TomCADD	ONET:TRSSoftwareTomCADD
Truck cranes	ONET:TruckCranes
TruckersHelper	ONET:TruckersHelper
Truck excavators	ONET:TruckExcavators
Truck lift gates	ONET:TruckLiftGates
Trucklifts	ONET:Trucklifts
Truck lock ring removers	ONET:TruckLockRingRemovers
Truck low-bed trailer combos	ONET:TruckLow-bedTrailerCombos
Truck mounted boom loaders	ONET:TruckMountedBoomLoaders
Truck-mounted chemical sprayers	ONET:Truck-mountedChemicalSprayers
Truck-mounted cranes	ONET:Truck-mountedCranes
Truck mounted cranes	ONET:TruckMountedCranes
Truck-mounted derricks	ONET:Truck-mountedDerricks
Truck mounted derricks	ONET:TruckMountedDerricks
Truck-mounted drilling rigs	ONET:Truck-mountedDrillingRigs
Truck mounted excavators	ONET:TruckMountedExcavators
Truck-mounted generators	ONET:Truck-mountedGenerators
Truck-mounted lifts	ONET:Truck-mountedLifts
Truck-mounted pavement striping machines	ONET:Truck-mountedPavementStripingMachines
Truck mounted sprayers	ONET:TruckMountedSprayers
Truck-mounted water pumps	ONET:Truck-mountedWaterPumps
Truck-mounted winches	ONET:Truck-mountedWinches
Truck probes	ONET:TruckProbes
Trucks	ONET:Trucks
Trucks greater than 26000 pounds	ONET:TrucksGreaterThan26000Pounds
Truck tire pressure gauges	ONET:TruckTirePressureGauges
Truck tire spoons	ONET:TruckTireSpoons
Truck trailers	ONET:TruckTrailers
Truck wheel chocks	ONET:TruckWheelChocks
Truck winches	ONET:TruckWinches
True Audio WinSpeakerz	ONET:TrueAudioWinSpeakerz
TrueCrypt	ONET:TrueCrypt
True North Computer Retail Plus	ONET:TrueNorthComputerRetailPlus
Truepianos	ONET:Truepianos
Trumpets	ONET:Trumpets
Trunnion centering tools	ONET:TrunnionCenteringTools
Trunnion wrenches	ONET:TrunnionWrenches
Truss screeds	ONET:TrussScreeds
Trutest smoke detectors	ONET:TrutestSmokeDetectors
T-squares	ONET:T-squares
T squares	ONET:TSquares
TSS Wireless Fleet Management Suite	ONET:TSSWirelessFleetManagementSuite
T-strippers	ONET:T-strippers
T-style tap wrenches	ONET:T-styleTapWrenches
TTP LabTech comPOUND	ONET:TTPLabTechComPOUND
Tubas	ONET:Tubas
Tub drain removers	ONET:TubDrainRemovers
Tube benders	ONET:TubeBenders
Tube bending springs	ONET:TubeBendingSprings
Tube crimping tools	ONET:TubeCrimpingTools
Tube cutters	ONET:TubeCutters
Tube drifts	ONET:TubeDrifts
Tube end facers	ONET:TubeEndFacers
Tube etchers	ONET:TubeEtchers
Tube filling and crimping machines	ONET:TubeFillingAndCrimpingMachines
Tube furnaces	ONET:TubeFurnaces
Tube magnetic mixers	ONET:TubeMagneticMixers
Tube milling machines	ONET:TubeMillingMachines
Tube occluding forceps	ONET:TubeOccludingForceps
Tube pullers	ONET:TubePullers
Tuberculin TB skin test equipment	ONET:TuberculinTBSkinTestEquipment
Tuberculosis TB skin test equipment	ONET:TuberculosisTBSkinTestEquipment
Tube reamers	ONET:TubeReamers
Tuber machines	ONET:TuberMachines
Tube samplers	ONET:TubeSamplers
Tube wall reducing tools	ONET:TubeWallReducingTools
Tub grinders	ONET:TubGrinders
Tubing benders	ONET:TubingBenders
Tubing cutters	ONET:TubingCutters
Tubing extruders	ONET:TubingExtruders
Tubing flaring tools	ONET:TubingFlaringTools
Tubing pumps	ONET:TubingPumps
Tubing shrinkers	ONET:TubingShrinkers
Tubing wrenches	ONET:TubingWrenches
Tubular furnaces	ONET:TubularFurnaces
Tubular heat exchangers	ONET:TubularHeatExchangers
Tubular water samplers	ONET:TubularWaterSamplers
Tucking tools	ONET:TuckingTools
Tucking trimmers	ONET:TuckingTrimmers
Tuck pointers	ONET:TuckPointers
Tuck-pointing trowels	ONET:Tuck-pointingTrowels
Tucows ChemBase	ONET:TucowsChemBase
Tufting machines	ONET:TuftingMachines
Tugboats	ONET:Tugboats
Tugger hoists	ONET:TuggerHoists
Tuggers	ONET:Tuggers
Tumbleweed SecureTransport	ONET:TumbleweedSecureTransport
Tumbling barrel test machines	ONET:TumblingBarrelTestMachines
Tumblr	ONET:Tumblr
Tumor forceps	ONET:TumorForceps
Tunable diode lasers	ONET:TunableDiodeLasers
Tunable dye lasers	ONET:TunableDyeLasers
Tunable lasers	ONET:TunableLasers
TuneLab	ONET:TuneLab
Tungsten inert gas TIG welder	ONET:TungstenInertGasTIGWelder
Tungsten inert gas TIG welders	ONET:TungstenInertGasTIGWelders
Tungsten inert gas TIG welding equipment	ONET:TungstenInertGasTIGWeldingEquipment
Tunic OnlyPure	ONET:TunicOnlyPure
Tuning forks	ONET:TuningForks
Tuning hammers	ONET:TuningHammers
Tuning levers	ONET:TuningLevers
Tuning pin bushing punches	ONET:TuningPinBushingPunches
Tuning pin gauges	ONET:TuningPinGauges
Tuning pins	ONET:TuningPins
Tuning pin setters	ONET:TuningPinSetters
Tuning screwdrivers	ONET:TuningScrewdrivers
Tuning wrenches	ONET:TuningWrenches
Tunnel finishers	ONET:TunnelFinishers
Tunnel ovens	ONET:TunnelOvens
Tunnel presses	ONET:TunnelPresses
Tunnel traps	ONET:TunnelTraps
Turbidimeters	ONET:Turbidimeters
Turbidity meters	ONET:TurbidityMeters
Turbidity monitors	ONET:TurbidityMonitors
Turbidity probes	ONET:TurbidityProbes
Turbine flow meters	ONET:TurbineFlowMeters
Turbine generators	ONET:TurbineGenerators
Turbine pumps	ONET:TurbinePumps
Turbine water pumps	ONET:TurbineWaterPumps
Turbo-pumped vacuum systems	ONET:Turbo-pumpedVacuumSystems
Turbo pumps	ONET:TurboPumps
TURBO Spring-Stat	ONET:TURBOSpring-Stat
Turf quakers	ONET:TurfQuakers
Turf rollers	ONET:TurfRollers
Turf striping rollers	ONET:TurfStripingRollers
Turf sweepers	ONET:TurfSweepers
Turn-a-pulls	ONET:Turn-a-pulls
Turnbuckles	ONET:Turnbuckles
Turning centers	ONET:TurningCenters
Turning lathes	ONET:TurningLathes
Turning machines	ONET:TurningMachines
Turning Technologies TurningPoint	ONET:TurningTechnologiesTurningPoint
Turning tools	ONET:TurningTools
Turret lathes	ONET:TurretLathes
Turret presses	ONET:TurretPresses
Turret punches	ONET:TurretPunches
Turret punch presses	ONET:TurretPunchPresses
Turret rewinders	ONET:TurretRewinders
Turtle Creek Software Goldenseal	ONET:TurtleCreekSoftwareGoldenseal(timeAccountingFeature)
accounting feature	ONET:TurtleCreekSoftwareGoldenseal(accountingFeature)
Turtle Creek Software Goldenseal Architect	ONET:TurtleCreekSoftwareGoldensealArchitect
calendar and scheduling feature	ONET:TurtleCreekSoftwareGoldenseal(calendarAndSchedulingFeature)
Turvey maxillary expander	ONET:TurveyMaxillaryExpander
TuxGuitar	ONET:TuxGuitar
Tweezer nose pliers	ONET:TweezerNosePliers
Tweezers	ONET:Tweezers
Twelve Tone Matrix Calculator	ONET:TwelveToneMatrixCalculator
Twelve Tone Row Analyzer	ONET:TwelveToneRowAnalyzer
Twiki	ONET:Twiki
Twin-barrel extrusion machines	ONET:Twin-barrelExtrusionMachines
TwinPeaks Software Visual Z-Bake	ONET:TwinPeaksSoftwareVisualZ-Bake
Twin-screw extruders	ONET:Twin-screwExtruders
Twin screw extruders	ONET:TwinScrewExtruders
Twin spindle lathes	ONET:TwinSpindleLathes
Twin Tiers Technologies CIMS	ONET:TwinTiersTechnologiesCIMS
Twin Tiers Technologies MIMS	ONET:TwinTiersTechnologiesMIMS
Twin Tier Technologies MIMS	ONET:TwinTierTechnologiesMIMS
Twin wheel wire strippers	ONET:TwinWheelWireStrippers
Twirl-ons	ONET:Twirl-ons
Twist drill bits	ONET:TwistDrillBits
Twist drills	ONET:TwistDrills
Twisting machines	ONET:TwistingMachines
Twisting pliers	ONET:TwistingPliers
Twist testers	ONET:TwistTesters
Twitter	ONET:Twitter
Two-channel amplifiers	ONET:Two-channelAmplifiers
Two-channel audiometers	ONET:Two-channelAudiometers
Two-channel dynamic signal analyzers	ONET:Two-channelDynamicSignalAnalyzers
Two-channel fast Fourier transform FFT analyzers	ONET:Two-channelFastFourierTransformFFTAnalyzers
Two-channel network analyzers	ONET:Two-channelNetworkAnalyzers
Two-channel oscilloscopes	ONET:Two-channelOscilloscopes
Two-cycle engines	ONET:Two-cycleEngines
Two-dimensional 2D computer aided design CAD software	ONET:Two-dimensional2DComputerAidedDesignCADSoftware
Two-dimensional doppler ultrasound equipment	ONET:Two-dimensionalDopplerUltrasoundEquipment
Two-dimensional graphics software	ONET:Two-dimensionalGraphicsSoftware
Two-handed edgers	ONET:Two-handedEdgers
Two-hand saws	ONET:Two-handSaws
Two-high reversing rolling mills	ONET:Two-highReversingRollingMills
Two-high rolling mills	ONET:Two-highRollingMills
Two-hole pins	ONET:Two-holePins
Two-man augers	ONET:Two-manAugers
Two-point discriminators	ONET:Two-pointDiscriminators
Two-roll mills	ONET:Two-rollMills
Two-vortex mixers	ONET:Two-vortexMixers
Two-way end of train devices	ONET:Two-wayEndOfTrainDevices
Two-way radios	ONET:Two-wayRadios
Two way radios	ONET:TwoWayRadios
Two-wheel drive front end loaders	ONET:Two-wheelDriveFrontEndLoaders
Twyman-Green interferometers	ONET:Twyman-GreenInterferometers
Tyler Technologies MUNIS	ONET:TylerTechnologiesMUNIS
Tyler Technologies Odyssey Case Manager	ONET:TylerTechnologiesOdysseyCaseManager
Tympanic thermometers	ONET:TympanicThermometers
Tympanometers	ONET:Tympanometers
Type lettering sets	ONET:TypeLetteringSets
Typewriters	ONET:Typewriters
UA Business Software Professional Edition	ONET:UABusinessSoftwareProfessionalEdition
UBI Biotracker	ONET:UBIBiotracker
Ubuntu	ONET:Ubuntu
UCN inContact Workforce Management Software WFM	ONET:UCNInContactWorkforceManagementSoftwareWFM
UDA Technologies ConstructionSuite	ONET:UDATechnologiesConstructionSuite
UgCS	ONET:UgCS
UGS I-DEAS	ONET:UGSI-DEAS
UGS Solid Edge	ONET:UGSSolidEdge
Ulead PhotoImpact	ONET:UleadPhotoImpact
Ullage tapes	ONET:UllageTapes
Ulrichsweb	ONET:Ulrichsweb
Ultimate Software UltiPro	ONET:UltimateSoftwareUltiPro
Ultimate Software UltiPro Workplace	ONET:UltimateSoftwareUltiProWorkplace
Ultracentrifuges	ONET:Ultracentrifuges
Ultra cold biological freezers	ONET:UltraColdBiologicalFreezers
Ultrafiltration cells	ONET:UltrafiltrationCells
Ultra high frequency UHF radio communication systems	ONET:UltraHighFrequencyUHFRadioCommunicationSystems
Ultra high frequency UHF radiotelephone systems	ONET:UltraHighFrequencyUHFRadiotelephoneSystems
Ultra high speed magnetic resonance imaging MRI scanner machines	ONET:UltraHighSpeedMagneticResonanceImagingMRIScannerMachines
Ultra high temperature furnaces	ONET:UltraHighTemperatureFurnaces
Ultralow freezers	ONET:UltralowFreezers
Ultra low volume ULV sprayers	ONET:UltraLowVolumeULVSprayers
Ultra microbalances	ONET:UltraMicrobalances
Ultra microtomes	ONET:UltraMicrotomes
Ultramicrotomes	ONET:Ultramicrotomes
Ultraprecision lathes	ONET:UltraprecisionLathes
Ultra pure water systems	ONET:UltraPureWaterSystems
Ultrasonic analyzers	ONET:UltrasonicAnalyzers
Ultrasonic aspirators	ONET:UltrasonicAspirators
Ultrasonicators	ONET:Ultrasonicators
Ultrasonic baths	ONET:UltrasonicBaths
Ultrasonic blenders	ONET:UltrasonicBlenders
Ultrasonic blood pressure monitors	ONET:UltrasonicBloodPressureMonitors
Ultrasonic cardiac output monitors	ONET:UltrasonicCardiacOutputMonitors
Ultrasonic cleaners	ONET:UltrasonicCleaners
Ultrasonic cleaning machines	ONET:UltrasonicCleaningMachines
Ultrasonic cleaning systems	ONET:UltrasonicCleaningSystems
Ultrasonic cutters	ONET:UltrasonicCutters
Ultrasonic cutting machines	ONET:UltrasonicCuttingMachines
Ultrasonic dental scalers	ONET:UltrasonicDentalScalers
Ultrasonic diagnostic kits	ONET:UltrasonicDiagnosticKits
Ultrasonic dismembrators	ONET:UltrasonicDismembrators
Ultrasonic distance measurers	ONET:UltrasonicDistanceMeasurers
Ultrasonic Doppler equipment	ONET:UltrasonicDopplerEquipment
Ultrasonic facial machines	ONET:UltrasonicFacialMachines
Ultrasonic film splicers	ONET:UltrasonicFilmSplicers
Ultrasonic flaw detectors	ONET:UltrasonicFlawDetectors
Ultrasonic flowmeters	ONET:UltrasonicFlowmeters
Ultrasonic inspection devices	ONET:UltrasonicInspectionDevices
Ultrasonic inspection equipment	ONET:UltrasonicInspectionEquipment
Ultrasonic instrument cleaners	ONET:UltrasonicInstrumentCleaners
Ultrasonic jewelry cleaners	ONET:UltrasonicJewelryCleaners
Ultrasonic leak detectors	ONET:UltrasonicLeakDetectors
Ultrasonic lithotripters	ONET:UltrasonicLithotripters
Ultrasonic nebulizers	ONET:UltrasonicNebulizers
Ultrasonic parts cleaners	ONET:UltrasonicPartsCleaners
Ultrasonic pulse velocity meters	ONET:UltrasonicPulseVelocityMeters
Ultrasonic scalers	ONET:UltrasonicScalers
Ultrasonic scaler tips	ONET:UltrasonicScalerTips
Ultrasonic scalpels	ONET:UltrasonicScalpels
Ultrasonic sieve cleaners	ONET:UltrasonicSieveCleaners
Ultrasonic sieving systems	ONET:UltrasonicSievingSystems
Ultrasonic soldering equipment	ONET:UltrasonicSolderingEquipment
Ultrasonic sterilization units	ONET:UltrasonicSterilizationUnits
Ultrasonic tanks	ONET:UltrasonicTanks
Ultrasonic testing apparatus	ONET:UltrasonicTestingApparatus
Ultrasonic testing equipment	ONET:UltrasonicTestingEquipment
Ultrasonic thickness detectors	ONET:UltrasonicThicknessDetectors
Ultrasonic thickness gauges	ONET:UltrasonicThicknessGauges
Ultrasonic thickness testers	ONET:UltrasonicThicknessTesters
Ultrasonic water baths	ONET:UltrasonicWaterBaths
Ultrasonic welding equipment	ONET:UltrasonicWeldingEquipment
Ultrasound bone density scanners	ONET:UltrasoundBoneDensityScanners
Ultrasound catheters	ONET:UltrasoundCatheters
Ultrasound imaging scanners	ONET:UltrasoundImagingScanners
Ultrasound indention probes	ONET:UltrasoundIndentionProbes
Ultrasound inspection equipment	ONET:UltrasoundInspectionEquipment
Ultrasound leakage testers	ONET:UltrasoundLeakageTesters
Ultrasound machines	ONET:UltrasoundMachines
Ultrasound massagers	ONET:UltrasoundMassagers
Ultrasound monitors	ONET:UltrasoundMonitors
Ultrasound probes	ONET:UltrasoundProbes
Ultrasound transducers	ONET:UltrasoundTransducers
Ultrasound video equipment	ONET:UltrasoundVideoEquipment
Ultrasound wattmeters	ONET:UltrasoundWattmeters
Ultraviolet fluorescence UVF test kits	ONET:UltravioletFluorescenceUVFTestKits
Ultraviolet light UV water disinfection systems	ONET:UltravioletLightUVWaterDisinfectionSystems
Ultraviolet ozone cleaners	ONET:UltravioletOzoneCleaners
Ultraviolet spectrometers	ONET:UltravioletSpectrometers
Ultraviolet spectrophotometers	ONET:UltravioletSpectrophotometers
Ultraviolet spectroscopes	ONET:UltravioletSpectroscopes
Ultraviolet UV camera lens filters	ONET:UltravioletUVCameraLensFilters
Ultraviolet UV crosslinkers	ONET:UltravioletUVCrosslinkers
Ultraviolet UV curing lamps	ONET:UltravioletUVCuringLamps
Ultraviolet UV curing units	ONET:UltravioletUVCuringUnits
Ultraviolet UV digital meters	ONET:UltravioletUVDigitalMeters
Ultraviolet UV disinfection systems	ONET:UltravioletUVDisinfectionSystems
Ultraviolet UV examination lights	ONET:UltravioletUVExaminationLights
Ultraviolet UV exposure units	ONET:UltravioletUVExposureUnits
Ultraviolet UV lamps	ONET:UltravioletUVLamps
Ultraviolet UV light detectors	ONET:UltravioletUVLightDetectors
Ultraviolet UV lights	ONET:UltravioletUVLights
Ultraviolet UV phototherapy lamps	ONET:UltravioletUVPhototherapyLamps
Ultraviolet UV seam inspection lights	ONET:UltravioletUVSeamInspectionLights
Ultraviolet UV spectrometers	ONET:UltravioletUVSpectrometers
Ultraviolet UV spectroscopes	ONET:UltravioletUVSpectroscopes
Ultraviolet UV sterilizers	ONET:UltravioletUVSterilizers
Ultraviolet UV transilluminators	ONET:UltravioletUVTransilluminators
Ultraviolet UV visible spectrophotometers	ONET:UltravioletUVVisibleSpectrophotometers
Ultraviolet-visible spectrometers	ONET:Ultraviolet-visibleSpectrometers
Ultraviolet-Visible UV/VIS spectrophotometers	ONET:Ultraviolet-VisibleUV/VISSpectrophotometers
Ultraviolet water purification systems	ONET:UltravioletWaterPurificationSystems
Umbilical catheters	ONET:UmbilicalCatheters
Umbilical cord clamps	ONET:UmbilicalCordClamps
Umbilical cord scissors	ONET:UmbilicalCordScissors
Umbilical cutters	ONET:UmbilicalCutters
Umpire chest protectors	ONET:UmpireChestProtectors
Umpire masks	ONET:UmpireMasks
Unawave	ONET:Unawave
Uncamco Ucam	ONET:UncamcoUcam
Uncharged fire hoses	ONET:UnchargedFireHoses
Uncooled charge-coupled device cameras	ONET:UncooledCharge-coupledDeviceCameras
Uncoupling levers	ONET:UncouplingLevers
Undecked fishing vessels	ONET:UndeckedFishingVessels
Undercut gauges	ONET:UndercutGauges
Undercut saws	ONET:UndercutSaws
Undercut tools	ONET:UndercutTools
Underfloor lifting systems	ONET:UnderfloorLiftingSystems
Underglaze applicators	ONET:UnderglazeApplicators
Underground mining bulldozer	ONET:UndergroundMiningBulldozer
Underground mining excavators	ONET:UndergroundMiningExcavators
Underground mining loaders	ONET:UndergroundMiningLoaders
Underhill Geomatics Copan	ONET:UnderhillGeomaticsCopan
Underlayment staplers	ONET:UnderlaymentStaplers
Understring radius gauges	ONET:UnderstringRadiusGauges
Underware Design DTAB	ONET:UnderwareDesignDTAB
Underwater blow torches	ONET:UnderwaterBlowTorches
Underwater cameras	ONET:UnderwaterCameras
Underwater chainsaws	ONET:UnderwaterChainsaws
Underwater chipping hammers	ONET:UnderwaterChippingHammers
Underwater compasses	ONET:UnderwaterCompasses
Underwater cutoff saws	ONET:UnderwaterCutoffSaws
Underwater cutters	ONET:UnderwaterCutters
Underwater depth gauges	ONET:UnderwaterDepthGauges
Underwater digital cameras	ONET:UnderwaterDigitalCameras
Underwater electrode holders	ONET:UnderwaterElectrodeHolders
Underwater electrodes	ONET:UnderwaterElectrodes
Underwater flashlights	ONET:UnderwaterFlashlights
Underwater hammer drills	ONET:UnderwaterHammerDrills
Underwater hydraulic drills	ONET:UnderwaterHydraulicDrills
Underwater impact wrenches	ONET:UnderwaterImpactWrenches
Underwater jackhammers	ONET:UnderwaterJackhammers
Underwater power drills	ONET:UnderwaterPowerDrills
Underwater power grinders	ONET:UnderwaterPowerGrinders
Underwater pressure gauges	ONET:UnderwaterPressureGauges
Underwater reciprocating saws	ONET:UnderwaterReciprocatingSaws
Underwater recording equipment	ONET:UnderwaterRecordingEquipment
Underwater sediment bearing strength probes	ONET:UnderwaterSedimentBearingStrengthProbes
Underwater sinker drills	ONET:UnderwaterSinkerDrills
Underwater sonar equipment	ONET:UnderwaterSonarEquipment
Underwater still cameras	ONET:UnderwaterStillCameras
Underwater temperature recorders	ONET:UnderwaterTemperatureRecorders
Underwater video cameras	ONET:UnderwaterVideoCameras
Underwater video equipment	ONET:UnderwaterVideoEquipment
Underwater weighing tanks	ONET:UnderwaterWeighingTanks
Underwater welding current breakers	ONET:UnderwaterWeldingCurrentBreakers
Underwater welding equipment	ONET:UnderwaterWeldingEquipment
Underwater welding oxygen regulators	ONET:UnderwaterWeldingOxygenRegulators
Underwater writing slates	ONET:UnderwaterWritingSlates
Underwriting software	ONET:UnderwritingSoftware
Unequal-arm balances	ONET:Unequal-armBalances
Uneven bars	ONET:UnevenBars
Unger Software Methusaleh	ONET:UngerSoftwareMethusaleh
UNI/CARE Pro-Filer	ONET:UNI/CAREPro-Filer
Unicorn HRO Open4	ONET:UnicornHROOpen4
Unidata GEMPAK	ONET:UnidataGEMPAK
Unidata Gempak Analysis and Rendering Program GARP	ONET:UnidataGempakAnalysisAndRenderingProgramGARP
Unidata Integrated Data Viewer IDV	ONET:UnidataIntegratedDataViewerIDV
Unidata McIDAS-X	ONET:UnidataMcIDAS-X
Unidata Network common data form NetCDF	ONET:UnidataNetworkCommonDataFormNetCDF
Unified messaging software	ONET:UnifiedMessagingSoftware
Unified modeling language UML	ONET:UnifiedModelingLanguageUML
UniFocus Watson Human Resources Manager	ONET:UniFocusWatsonHumanResourcesManager
UNI-GROUP Lockpave Pro	ONET:UNI-GROUPLockpavePro
Union nut wrenches	ONET:UnionNutWrenches
Unique Identification UID system databases	ONET:UniqueIdentificationUIDSystemDatabases
UniResMan	ONET:UniResMan
Uniscribe	ONET:Uniscribe
Unishears	ONET:Unishears
UnisonCare UniCharts	ONET:UnisonCareUniCharts
UNISTAT Statistical Package	ONET:UNISTATStatisticalPackage
Unit conversion software	ONET:UnitConversionSoftware
United Nations Food and Agriculture Organization Livestock and Environment Toolbox LEAD	ONET:UnitedNationsFoodAndAgricultureOrganizationLivestockAndEnvironmentToolboxLEAD
United Systems and Software Individual Life and Health Administration System	ONET:UnitedSystemsAndSoftwareIndividualLifeAndHealthAdministrationSystem
Unit governors	ONET:UnitGovernors
UNITIME	ONET:UNITIME
Unit testing software	ONET:UnitTestingSoftware
Unity Technologies Unity	ONET:UnityTechnologiesUnity
Universal calibrators	ONET:UniversalCalibrators
Universal compression tools	ONET:UniversalCompressionTools
Universal curettes	ONET:UniversalCurettes
Universal fractionators	ONET:UniversalFractionators
Universal grinding machines	ONET:UniversalGrindingMachines
Universal indicators	ONET:UniversalIndicators
Universal microwave transistor test fixtures	ONET:UniversalMicrowaveTransistorTestFixtures
Universal nut wrenches	ONET:UniversalNutWrenches
Universal parcel shipping software	ONET:UniversalParcelShippingSoftware
Universal pipe cutters	ONET:UniversalPipeCutters
Universal railroad dollies	ONET:UniversalRailroadDollies
Universal serial bus USB flash drives	ONET:UniversalSerialBusUSBFlashDrives
Universal serial bus USB microphones	ONET:UniversalSerialBusUSBMicrophones
Universal socket wrenches	ONET:UniversalSocketWrenches
Universal Software Solutions VersaVision	ONET:UniversalSoftwareSolutionsVersaVision
Universal source generators	ONET:UniversalSourceGenerators
Universal stripping tools	ONET:UniversalStrippingTools
Universal Tax Systems TaxWise	ONET:UniversalTaxSystemsTaxWise
Universal Technical Systems TK Solver	ONET:UniversalTechnicalSystemsTKSolver
Universal testing machines	ONET:UniversalTestingMachines
University of Arizona RangeView	ONET:UniversityOfArizonaRangeView
University of California Thesaurus Linguae Graecae TLG	ONET:UniversityOfCaliforniaThesaurusLinguaeGraecaeTLG
UNIX	ONET:UNIX
UNIX Shell	ONET:UNIXShell
UNIX work stations	ONET:UNIXWorkStations
Unlimited Learning Resources Valusource Pro	ONET:UnlimitedLearningResourcesValusourcePro
Unmanned aerial vehicles UAV	ONET:UnmannedAerialVehiclesUAV
Unopette equipment	ONET:UnopetteEquipment
Unopettes	ONET:Unopettes
Unreal Technology Unreal Engine	ONET:UnrealTechnologyUnrealEngine
UNSATFLOW	ONET:UNSATFLOW
Upholstery cleaning brushes	ONET:UpholsteryCleaningBrushes
Upholstery needles	ONET:UpholsteryNeedles
Upholstery pliers	ONET:UpholsteryPliers
Upholstery removal tools	ONET:UpholsteryRemovalTools
Upholstery shears	ONET:UpholsteryShears
Upholstery tufting needles	ONET:UpholsteryTuftingNeedles
Upland Consulting Group Repair Traq	ONET:UplandConsultingGroupRepairTraq
Upper body armor	ONET:UpperBodyArmor
Upper body ergometers	ONET:UpperBodyErgometers
Upper-body isokinetic machines	ONET:Upper-bodyIsokineticMachines
Upper-body prosthetic devices	ONET:Upper-bodyProstheticDevices
Upper body restraints	ONET:UpperBodyRestraints
Upper body weight machines	ONET:UpperBodyWeightMachines
Upper extremity braces	ONET:UpperExtremityBraces
Upper extremity prosthetic devices	ONET:UpperExtremityProstheticDevices
Upper extremity slings	ONET:UpperExtremitySlings
Upper extremity testing/strengthening systems	ONET:UpperExtremityTesting/strengtheningSystems
Upperspace DesignCAD	ONET:UpperspaceDesignCAD
Upperspace ModelCAD	ONET:UpperspaceModelCAD
Upright belt sanders	ONET:UprightBeltSanders
Upright glass washers	ONET:UprightGlassWashers
Upright scales	ONET:UprightScales
Upside Learning UpsideLMS	ONET:UpsideLearningUpsideLMS
Upside Software UpsideContract	ONET:UpsideSoftwareUpsideContract
UPS Intelliverse	ONET:UPSIntelliverse
UPS Logistics Technologies Roadnet Transportation Suite	ONET:UPSLogisticsTechnologiesRoadnetTransportationSuite
UPS WorldShip	ONET:UPSWorldShip
UrbanSim	ONET:UrbanSim
Ureteroscopes	ONET:Ureteroscopes
